pk,type,borrow_fee,create_time,borrow_time,member_fk
539,1,5583.15,2023-06-24 02:13:08,1,457
540,1,8377.56,2023-05-13 18:19:09,1,308
541,1,7305.06,2023-05-22 17:51:07,1,416
542,2,7318.95,2023-07-13 02:29:39,3,192
543,1,9872.21,2023-10-01 17:17:29,1,598
544,1,6481.53,2022-08-19 13:53:04,1,962
545,1,9038.42,2023-12-10 17:15:37,1,934
546,1,1410.39,2023-05-31 20:12:27,1,641
547,2,7066.29,2024-01-10 07:27:29,2,956
548,1,5403.31,2022-07-28 00:54:01,1,610
549,1,6558.55,2023-11-11 19:44:18,1,49
550,1,274.50,2023-11-02 11:34:12,1,263
551,2,5587.12,2022-11-04 08:07:06,3,899
552,1,1173.51,2022-10-22 23:57:51,1,506
553,2,9960.19,2023-09-19 02:23:03,2,657
554,1,1606.76,2023-11-06 14:19:30,1,902
555,1,6626.87,2023-09-01 09:34:26,1,348
556,2,8781.72,2023-06-10 03:13:41,2,827
557,1,5516.93,2023-12-19 11:40:35,1,78
558,1,6612.80,2022-11-04 04:23:05,1,585
559,2,5959.35,2023-01-13 14:31:57,4,238
560,2,2309.40,2023-08-15 16:12:48,2,167
561,2,3726.29,2023-02-20 21:15:37,2,563
562,2,181.64,2023-01-28 00:22:14,3,845
563,2,8591.99,2023-02-27 14:04:46,4,76
564,1,7026.72,2022-11-10 16:54:33,1,16
565,1,28.03,2022-11-30 17:33:35,1,138
566,2,638.18,2023-10-04 06:59:55,2,704
567,2,1376.21,2023-12-28 15:03:07,3,524
568,1,8735.35,2023-07-26 05:55:33,1,27
569,1,1307.23,2023-08-05 13:12:44,1,970
570,2,9081.63,2023-07-18 21:54:24,2,680
571,1,1268.44,2023-08-05 12:03:41,1,333
572,2,9506.76,2023-03-09 04:30:54,5,953
573,2,7988.88,2024-01-19 08:01:03,3,956
574,1,8977.64,2023-10-28 02:44:57,1,286
575,2,4874.85,2023-11-24 06:27:03,2,855
576,1,5529.52,2023-12-20 20:18:31,1,5
577,1,4446.53,2023-09-20 16:20:27,1,639
578,1,8572.72,2023-05-03 03:38:03,1,887
579,1,8637.70,2022-10-26 10:03:57,1,66
580,1,2377.46,2022-11-12 07:34:22,1,357
581,1,9063.59,2023-11-14 19:09:13,1,14
582,2,2545.80,2022-09-16 02:36:56,2,417
583,2,4518.49,2022-10-28 07:16:51,2,506
584,2,4040.93,2023-04-02 12:11:21,2,128
585,2,3039.03,2022-09-03 12:46:21,2,224
586,1,7346.17,2023-01-29 12:36:00,1,283
587,2,6207.75,2023-07-13 01:37:16,2,367
588,2,9390.04,2023-05-01 20:11:15,2,124
589,2,6309.21,2023-11-15 21:36:01,2,496
590,1,6849.22,2023-02-27 15:35:10,1,693
591,1,2278.06,2022-10-06 16:21:47,1,778
592,1,6243.20,2023-02-25 19:56:20,1,675
593,2,148.98,2024-01-13 15:29:20,2,932
594,1,2490.16,2023-05-14 13:10:13,1,900
595,2,2221.08,2023-04-11 05:51:00,2,783
596,1,9005.71,2023-01-18 18:56:33,1,199
597,1,6694.54,2023-12-09 16:42:35,1,430
598,2,2444.80,2023-04-26 11:11:09,2,119
599,1,6638.15,2023-11-11 18:02:58,1,422
600,1,6176.60,2023-12-08 02:45:18,1,858
601,2,7555.66,2023-01-08 23:16:52,3,439
602,2,6605.59,2022-08-23 14:28:40,2,798
603,2,6037.03,2022-12-12 12:09:52,2,218
604,1,9710.14,2023-01-04 06:23:18,1,963
605,1,4168.73,2022-09-12 11:26:14,1,271
606,1,2128.30,2023-07-06 08:04:33,1,557
607,2,2532.99,2023-03-21 13:32:08,3,813
608,2,9793.46,2023-04-13 12:50:27,2,848
609,1,5987.46,2022-11-18 23:13:29,1,135
610,2,8518.76,2023-02-21 13:00:15,3,123
611,1,5282.10,2023-08-02 13:31:26,1,829
612,2,4798.52,2023-05-23 00:01:00,3,144
613,1,1001.86,2023-05-23 01:12:19,1,612
614,1,4472.85,2023-04-30 22:25:40,1,442
615,2,2615.91,2023-06-13 07:40:42,2,650
616,1,6796.09,2023-04-17 22:36:20,1,450
617,1,3900.00,2022-12-03 21:17:05,1,451
618,1,7045.53,2023-09-19 03:10:49,1,985
619,2,2836.57,2022-12-01 22:11:49,2,196
620,1,5845.68,2023-06-16 15:17:58,1,89
621,1,5598.12,2022-09-15 20:34:34,1,359
622,1,1275.45,2023-02-18 20:51:14,1,514
623,2,8330.28,2023-07-22 09:00:00,3,771
624,2,6012.82,2023-02-22 12:13:44,3,709
625,1,4214.85,2023-12-06 17:53:51,1,869
626,1,6644.82,2023-04-23 05:50:32,1,295
627,2,5260.13,2023-07-14 02:02:09,2,47
628,1,1009.07,2022-10-24 21:30:42,1,34
629,2,5898.85,2023-08-19 12:45:15,2,765
630,1,734.55,2023-08-25 17:57:25,1,955
631,1,7113.57,2023-09-14 15:23:17,1,589
632,2,2761.12,2023-05-27 13:58:58,3,748
633,2,5819.82,2022-09-01 00:35:16,2,962
634,2,9974.17,2022-12-14 03:01:54,4,384
635,1,936.74,2023-04-28 15:50:53,1,404
636,1,7905.50,2022-09-20 00:18:22,1,513
637,1,1525.36,2022-10-26 10:27:24,1,370
638,2,9859.25,2023-12-26 21:38:48,3,637
639,1,2048.78,2023-05-14 23:42:09,1,480
640,1,2098.17,2023-04-10 11:33:29,1,645
641,2,1066.17,2023-05-15 15:58:33,2,251
642,1,7364.77,2022-11-04 08:23:20,1,435
643,1,5601.97,2023-10-13 10:19:37,1,587
644,1,1886.24,2022-08-21 23:15:11,1,752
645,1,6325.24,2022-09-21 04:22:50,1,479
646,1,4817.88,2023-12-27 06:05:16,1,694
647,1,1866.68,2023-06-22 01:07:05,1,535
648,2,4051.00,2023-12-22 21:28:24,2,822
649,2,5158.82,2022-10-31 17:00:16,2,66
650,2,2189.00,2023-09-26 19:32:56,2,102
651,1,7333.70,2023-06-18 08:45:25,1,944
652,2,4007.77,2023-04-05 19:19:25,3,592
653,2,7596.65,2024-02-04 01:11:41,4,389
654,2,7174.41,2022-08-21 07:05:25,2,436
655,1,252.36,2023-07-25 11:07:50,1,989
656,1,1366.98,2023-09-16 21:49:23,1,706
657,2,5646.07,2023-12-12 05:52:55,2,744
658,1,5435.34,2023-06-18 12:37:04,1,252
659,1,4843.25,2022-10-05 12:47:47,1,686
660,2,96.50,2022-11-09 18:48:27,2,881
661,1,1656.88,2023-08-23 20:41:56,1,248
662,2,9546.22,2022-11-05 22:12:04,2,672
663,1,1042.88,2023-06-11 03:28:07,1,889
664,2,9688.79,2022-11-19 14:37:09,3,405
665,1,4667.98,2024-01-20 23:12:57,1,468
666,1,7678.85,2022-09-22 04:46:07,1,186
667,2,9948.95,2022-08-06 02:17:32,2,153
668,2,1266.02,2023-04-05 16:11:24,3,128
669,2,7127.50,2022-08-23 09:48:42,2,925
670,1,5993.21,2023-08-22 20:23:22,1,957
671,2,7924.95,2022-11-21 19:31:17,2,16
672,2,3539.97,2023-01-31 06:46:59,2,354
673,1,5119.15,2023-06-13 23:30:59,1,108
674,2,2462.39,2023-05-18 15:14:23,2,964
675,1,6936.88,2023-06-28 10:44:14,1,369
676,2,7010.72,2023-10-02 00:20:04,3,419
677,2,2348.47,2022-11-04 06:27:49,2,482
678,2,9969.09,2023-11-23 01:48:48,2,28
679,2,5845.33,2023-08-10 09:51:38,2,402
680,2,4572.01,2023-07-10 13:02:33,2,453
681,2,8630.75,2022-10-20 04:27:09,2,878
682,2,4447.90,2023-08-18 21:08:25,2,970
683,1,6793.23,2022-10-26 22:49:31,1,545
684,2,1045.18,2023-07-16 15:36:06,4,192
685,2,9810.23,2024-02-04 16:10:17,2,437
686,1,9556.17,2023-08-12 00:09:39,1,597
687,1,73.51,2023-05-28 20:56:00,1,298
688,1,5414.07,2023-12-17 09:12:17,1,268
689,1,1972.64,2023-07-21 00:13:38,1,274
690,1,6676.30,2022-12-10 15:25:31,1,730
691,2,2155.49,2024-01-11 08:06:59,2,992
692,1,6611.87,2022-12-30 20:30:04,1,879
693,2,9401.44,2022-12-16 15:56:57,2,656
694,2,2458.71,2023-08-23 04:34:32,3,29
695,2,3055.98,2023-03-23 13:14:27,4,813
696,2,177.83,2023-03-24 20:06:36,2,131
697,1,9906.69,2023-05-04 13:09:41,1,454
698,1,4512.66,2023-08-25 22:14:37,1,977
699,2,9994.65,2023-06-07 03:35:17,4,144
700,1,4421.52,2023-10-09 16:35:39,1,205
701,1,2657.06,2023-11-28 09:01:54,1,145
702,1,7147.26,2022-09-17 19:35:47,1,105
703,1,8003.55,2023-08-15 10:34:44,1,995
704,1,9287.77,2023-03-15 16:12:20,1,31
705,1,5949.94,2023-06-09 10:55:51,1,141
706,2,1020.36,2023-06-01 01:15:31,2,931
707,1,9289.24,2023-07-19 12:51:14,1,147
708,2,3797.03,2023-04-02 21:28:00,3,918
709,2,5802.99,2023-08-18 08:33:38,2,597
710,2,8443.53,2024-02-04 18:28:13,2,362
711,1,4857.55,2023-10-03 22:54:13,1,23
712,1,6676.87,2023-06-13 08:04:04,1,884
713,2,2653.07,2023-06-18 07:39:51,3,827
714,2,9253.05,2023-10-31 12:11:18,2,504
715,2,3013.65,2023-11-21 17:01:00,2,422
716,2,4690.50,2023-07-28 20:43:04,2,221
717,2,4832.79,2023-07-02 19:13:52,4,827
718,1,2215.97,2023-10-14 19:08:13,1,364
719,2,8743.06,2022-08-06 16:58:14,2,868
720,1,4597.73,2023-06-21 13:09:34,1,913
721,1,2750.80,2023-12-09 18:07:33,1,509
722,2,205.41,2022-09-29 01:31:27,2,550
723,2,7302.11,2023-12-06 16:23:15,3,855
724,1,4812.69,2023-09-12 19:43:23,1,471
725,2,824.33,2022-09-11 22:47:44,2,755
726,1,5827.44,2023-10-07 22:07:56,1,986
727,2,1963.25,2023-02-02 15:47:00,2,63
728,2,1378.63,2023-02-13 08:46:59,3,296
729,1,5718.66,2023-01-26 20:13:10,1,521
730,2,267.19,2023-07-11 14:31:03,2,539
731,2,5391.89,2023-09-09 08:32:36,2,763
732,2,922.07,2023-03-05 10:51:44,4,709
733,1,1550.05,2023-10-25 08:38:29,1,974
734,1,9319.45,2024-01-27 08:44:11,1,307
735,2,5889.09,2023-07-25 11:54:41,2,801
736,2,4199.03,2023-12-27 06:24:36,2,313
737,1,4562.92,2024-01-01 09:03:38,1,6
738,2,618.34,2023-09-01 20:59:13,2,955
739,2,10.80,2023-11-03 03:52:00,2,880
740,2,1788.55,2023-07-29 09:36:18,3,680
741,1,6229.30,2023-03-27 05:01:37,1,905
742,1,1722.62,2022-08-02 05:02:06,1,240
743,1,6557.83,2023-02-10 06:12:25,1,448
744,2,9552.32,2023-09-17 18:04:02,2,617
745,1,1132.45,2022-09-30 12:12:24,1,275
746,2,2095.57,2023-01-05 08:50:13,2,452
747,2,8565.08,2023-11-06 12:01:24,2,768
748,2,8290.59,2023-04-02 13:06:38,3,510
749,1,3543.25,2023-11-24 22:18:01,1,46
750,2,6054.10,2023-02-02 06:13:13,2,521
751,2,3395.55,2023-07-19 14:57:24,5,192
752,2,7881.15,2024-02-01 02:14:46,2,789
753,2,823.57,2023-07-19 03:23:23,3,47
754,1,1649.07,2023-03-02 02:21:51,1,689
755,1,1776.15,2023-09-26 05:31:20,1,946
756,2,5480.73,2023-09-05 02:49:00,2,317
757,1,4027.19,2023-10-21 18:18:35,1,591
758,1,7512.46,2022-12-02 23:50:45,1,403
759,2,9579.30,2023-08-25 09:16:58,2,143
760,1,6347.69,2023-02-15 02:06:30,1,501
761,1,9754.65,2022-08-12 18:42:44,1,107
762,2,5405.85,2023-12-28 19:09:43,2,255
763,1,7122.01,2022-12-20 10:19:46,1,155
764,1,6682.90,2023-05-02 14:35:18,1,596
765,2,9752.19,2022-12-02 01:59:15,2,135
766,2,1316.51,2023-11-09 10:29:38,2,549
767,1,2693.16,2022-11-12 23:09:57,1,906
768,1,4198.71,2022-10-10 21:55:46,1,305
769,2,8446.79,2022-10-23 14:39:46,2,305
770,2,4362.48,2023-05-01 23:41:21,2,404
771,2,7754.93,2022-08-27 06:33:50,2,191
772,1,2442.00,2023-01-08 14:07:45,1,120
773,2,322.65,2022-09-09 06:54:46,2,806
774,2,763.91,2023-10-28 14:41:31,2,364
775,2,2107.28,2022-10-30 10:11:07,2,61
776,1,9375.32,2023-05-02 17:47:54,1,122
777,2,7306.32,2023-01-12 15:00:27,2,732
778,2,7358.18,2022-08-06 03:02:59,3,153
779,2,4664.37,2023-03-30 18:59:03,3,386
780,2,8798.18,2023-05-24 16:01:57,2,612
781,1,2328.70,2023-12-07 03:16:38,1,174
782,1,5650.50,2022-09-17 02:05:24,1,168
783,2,7903.31,2023-09-16 20:29:39,2,471
784,2,3414.14,2023-09-07 01:33:06,2,823
785,2,9007.12,2023-12-26 12:54:49,2,621
786,1,1343.21,2023-04-17 12:24:45,1,690
787,2,1480.33,2023-11-27 17:29:46,3,98
788,1,7825.35,2022-08-21 16:26:31,1,462
789,1,3339.80,2022-08-11 15:06:22,1,684
790,2,4130.42,2023-06-11 06:51:41,2,298
791,1,2479.73,2023-04-15 00:32:53,1,48
792,2,7729.21,2023-09-24 03:50:26,4,726
793,1,6024.98,2022-12-17 23:41:03,1,529
794,2,4106.39,2023-03-27 19:05:24,5,813
795,2,6594.49,2023-12-05 19:28:15,2,46
796,1,1869.90,2023-01-26 06:14:03,1,499
797,1,6753.98,2023-05-22 18:46:53,1,207
798,2,7312.40,2023-07-17 08:32:00,2,830
799,2,5452.22,2023-10-03 04:56:20,2,659
800,2,9585.06,2023-12-01 11:26:47,2,145
801,2,9199.66,2022-11-17 12:55:27,2,357
802,1,1221.06,2023-04-02 17:12:20,1,967
803,2,5570.25,2023-12-06 16:24:12,2,873
804,1,4797.76,2023-01-10 13:12:44,1,846
805,2,5074.18,2024-01-08 21:06:07,4,524
806,1,9216.31,2023-11-27 14:48:25,1,746
807,2,9498.79,2023-03-09 11:01:00,5,709
808,1,4660.61,2023-08-15 20:35:38,1,866
809,1,9771.55,2023-12-02 15:23:05,1,999
810,1,6146.92,2022-09-04 14:48:55,1,685
811,2,6893.71,2023-08-17 12:44:45,2,866
812,2,5882.41,2023-03-29 19:45:09,6,813
813,1,3524.15,2022-09-25 21:21:08,1,945
814,1,8735.90,2023-01-18 18:44:25,1,345
815,2,3751.53,2023-10-23 05:36:05,2,246
816,2,4373.64,2022-10-06 01:06:11,2,724
817,2,5145.39,2022-10-05 02:00:51,2,640
818,2,5272.04,2023-02-06 16:43:52,3,179
819,2,2546.13,2023-11-16 15:07:46,2,902
820,1,4409.28,2022-09-24 05:01:03,1,121
821,1,6410.64,2023-09-15 13:49:39,1,182
822,2,8436.90,2023-06-17 07:36:46,2,889
823,2,9784.06,2023-10-05 03:06:59,2,639
824,2,1480.07,2022-12-17 02:25:15,3,135
825,2,7124.42,2023-12-20 08:09:50,2,509
826,2,19.24,2023-10-22 04:15:02,2,258
827,2,5088.45,2024-01-09 21:03:24,2,776
828,2,9521.49,2023-01-01 08:31:21,2,677
829,1,3941.94,2023-12-27 23:22:16,1,834
830,1,4479.18,2023-06-23 23:27:56,1,632
831,1,4452.07,2023-11-16 00:25:59,1,25
832,2,2805.92,2023-01-26 01:17:00,2,399
833,2,3578.98,2022-12-22 20:11:55,3,656
834,2,8741.56,2023-05-08 07:20:41,2,887
835,2,2402.58,2023-04-22 08:35:13,3,249
836,1,6513.43,2023-11-21 06:40:51,1,663
837,2,2356.80,2024-01-22 22:46:32,3,932
838,2,2700.99,2022-09-13 20:25:24,2,408
839,2,8374.53,2023-08-01 12:55:24,2,147
840,1,2771.22,2023-07-28 08:52:00,1,638
841,2,4028.77,2023-06-09 11:37:22,2,237
842,2,3335.21,2022-10-20 10:48:10,3,318
843,2,6719.78,2024-01-16 21:51:52,5,524
844,1,7454.60,2022-10-09 22:57:44,1,966
845,2,3591.47,2023-11-05 03:48:22,2,591
846,1,5407.77,2022-10-15 07:33:08,1,181
847,1,8550.38,2022-12-25 00:27:08,1,735
848,2,3205.00,2023-02-15 05:39:27,3,354
849,2,6989.15,2023-01-06 20:03:32,2,720
850,2,2784.58,2023-12-14 10:26:01,2,430
851,2,5731.72,2022-08-28 11:40:34,2,107
852,1,8230.03,2023-04-26 03:58:22,1,835
853,1,9583.27,2023-10-12 02:58:19,1,816
854,2,3214.67,2023-10-03 00:32:03,3,617
855,1,2847.69,2022-08-25 01:52:54,1,876
856,1,5270.42,2023-07-17 12:00:33,1,738
857,1,4499.58,2023-03-30 02:23:48,1,492
858,1,9777.49,2023-10-30 01:55:29,1,910
859,1,5438.00,2023-11-23 19:28:15,1,194
860,2,5805.86,2023-07-04 12:53:06,2,540
861,1,5148.41,2023-04-16 07:47:05,1,257
862,2,8756.75,2023-01-08 15:53:27,3,163
863,2,3768.89,2023-08-01 04:53:12,2,738
864,1,1918.03,2023-05-31 00:38:25,1,903
865,2,6243.72,2023-02-22 03:16:37,2,840
866,2,3808.23,2022-10-18 18:58:53,2,760
867,1,3697.50,2023-12-18 23:03:11,1,590
868,2,6371.27,2023-01-17 19:14:32,3,732
869,1,2089.06,2023-12-11 10:51:05,1,983
870,1,84.55,2023-02-26 22:21:25,1,91
871,1,106.26,2022-12-21 22:36:49,1,994
872,2,895.11,2023-06-27 09:27:55,3,889
873,2,4476.15,2024-01-21 23:36:00,2,378
874,1,1635.26,2023-08-05 06:37:02,1,342
875,2,1616.40,2023-10-30 19:16:51,2,974
876,2,4545.33,2023-08-29 21:46:28,2,324
877,1,4093.11,2023-12-20 14:16:28,1,556
878,2,4139.82,2023-05-25 13:23:16,2,198
879,1,1939.62,2022-12-17 07:01:21,1,503
880,2,4575.83,2022-08-22 18:08:52,3,436
881,1,1110.40,2023-07-18 04:55:54,1,473
882,2,2037.76,2023-08-15 05:14:52,2,190
883,2,5038.16,2022-12-22 13:36:17,2,503
884,1,6040.49,2023-08-06 14:55:38,1,780
885,1,7283.12,2022-10-14 06:59:06,1,456
886,2,8438.70,2023-06-20 05:41:32,5,144
887,1,9974.13,2023-09-14 03:45:43,1,60
888,2,8299.19,2023-03-02 11:24:41,3,840
889,2,9073.61,2022-08-30 06:38:16,2,767
890,1,764.31,2023-05-04 03:17:56,1,109
891,1,1031.94,2023-07-03 18:10:03,1,127
892,1,8165.05,2023-06-01 10:17:50,1,245
893,1,1372.50,2022-10-05 05:50:29,1,993
894,1,3265.68,2022-11-02 13:47:34,1,30
895,2,425.22,2022-10-05 04:10:45,2,94
896,1,1802.03,2023-01-01 23:32:52,1,531
897,2,5095.09,2023-01-04 20:14:01,4,656
898,2,2865.68,2023-03-18 01:24:39,6,953
899,2,1637.11,2023-10-20 01:47:04,2,322
900,2,1271.83,2023-08-06 05:54:24,4,680
901,2,8520.83,2024-01-10 06:01:07,2,861
902,1,1874.91,2023-02-17 22:44:04,1,101
903,2,422.50,2023-03-15 21:39:25,3,571
904,2,7952.22,2023-03-25 12:34:24,3,131
905,2,5363.76,2023-06-04 14:31:43,2,241
906,2,7674.89,2023-01-29 19:48:29,5,491
907,2,3127.27,2023-08-07 04:04:15,3,221
908,1,3481.05,2023-01-06 00:33:55,1,688
909,2,9951.18,2023-08-10 14:20:16,2,259
910,2,902.84,2023-01-07 23:06:14,2,697
911,1,9587.12,2023-08-31 11:56:05,1,490
912,1,9000.45,2022-11-13 17:37:33,1,914
913,2,2981.54,2022-07-30 12:49:06,2,525
914,2,8960.40,2023-01-10 18:52:32,2,877
915,1,9418.92,2022-12-07 13:00:43,1,116
916,2,2312.57,2023-01-12 06:42:07,4,163
917,2,7451.57,2023-07-01 16:24:42,2,944
918,2,3739.66,2023-11-03 18:31:25,2,928
919,2,481.99,2023-11-08 00:23:15,2,263
920,1,8372.30,2023-02-22 06:42:19,1,711
921,2,5064.27,2023-01-05 08:41:54,5,656
922,2,9309.67,2022-12-20 01:37:29,2,965
923,2,6695.08,2022-09-16 20:12:52,2,164
924,2,2282.92,2023-07-05 02:37:24,3,216
925,2,7538.19,2023-06-03 18:10:28,2,551
926,2,6717.61,2023-03-23 15:57:16,2,628
927,2,6743.80,2023-04-23 00:03:13,2,450
928,1,189.52,2023-03-06 17:49:02,1,938
929,2,2122.14,2023-12-01 06:26:40,2,25
930,1,3950.20,2023-10-15 15:43:41,1,526
931,2,7728.31,2023-06-06 05:48:42,4,748
932,1,4196.23,2022-10-11 16:38:53,1,111
933,1,8691.68,2023-02-23 15:42:32,1,602
934,2,4992.72,2023-02-18 00:53:29,2,101
935,2,8868.11,2023-04-02 21:33:28,3,756
936,2,7949.37,2022-11-21 02:03:06,3,881
937,1,5993.00,2023-05-01 06:47:04,1,940
938,1,1503.98,2023-05-22 19:12:13,1,713
939,2,3811.02,2022-11-17 04:39:57,2,554
940,1,4035.54,2023-02-12 10:09:26,1,400
941,2,8492.66,2023-02-02 20:50:25,2,199
942,2,4693.91,2023-03-07 08:48:14,2,938
943,2,8936.33,2022-10-04 18:18:21,3,644
944,1,3362.36,2023-11-22 01:17:42,1,282
945,1,9828.25,2023-05-22 15:29:24,1,907
946,2,2037.98,2022-12-16 09:36:56,2,691
947,1,8953.39,2022-11-20 20:16:01,1,603
948,2,3698.06,2023-08-15 17:09:15,2,428
949,2,6932.07,2023-08-26 04:13:51,2,432
950,1,398.65,2023-01-01 11:12:05,1,243
951,2,515.76,2023-05-03 06:05:47,3,119
952,2,1618.42,2023-04-30 23:25:05,2,608
953,1,5583.07,2023-03-09 23:11:35,1,631
954,2,3450.63,2023-05-10 21:21:53,2,835
955,2,4237.03,2022-12-16 19:00:19,3,691
956,1,6407.04,2023-12-21 11:23:17,1,306
957,2,5163.69,2022-09-08 14:32:56,2,254
958,2,8575.04,2023-01-29 18:02:20,3,183
959,1,6285.00,2022-08-02 13:47:38,1,703
960,2,3348.93,2023-06-27 09:47:18,2,743
961,1,208.41,2022-12-21 04:02:46,1,126
962,2,7584.24,2023-04-29 16:24:53,2,53
963,1,1782.77,2022-09-22 14:49:14,1,165
964,2,9939.84,2023-01-19 05:54:23,2,54
965,2,7503.45,2023-03-14 14:39:16,5,76
966,2,1160.99,2023-10-12 19:54:34,2,598
967,1,3351.89,2023-11-21 05:14:26,1,328
968,1,4523.17,2023-12-04 15:12:19,1,758
969,2,3428.31,2023-04-30 18:49:43,2,445
970,2,2362.45,2024-02-14 18:51:04,3,437
971,1,3252.93,2022-09-01 01:31:23,1,330
972,1,6496.51,2023-06-22 08:44:03,1,431
973,2,8614.93,2023-01-20 09:41:22,3,697
974,2,927.51,2022-11-30 01:30:24,4,405
975,1,5508.55,2023-05-27 05:43:06,1,202
976,1,6075.02,2022-09-21 10:17:43,1,415
977,1,5535.44,2022-10-05 03:33:47,1,44
978,1,1375.07,2022-12-10 04:06:53,1,133
979,2,9183.46,2023-05-01 13:32:37,4,249
980,2,54.44,2022-10-25 22:45:45,2,34
981,2,205.19,2023-05-23 17:12:18,2,480
982,1,8671.80,2022-08-24 04:10:58,1,294
983,1,9196.78,2022-11-28 02:47:55,1,820
984,2,5339.98,2023-08-06 22:39:54,2,595
985,2,7340.65,2023-01-20 03:49:15,3,452
986,1,5566.66,2022-08-05 06:50:26,1,716
987,2,9981.68,2023-04-29 21:52:54,2,520
988,1,9654.59,2023-08-11 00:01:48,1,751
989,1,3009.39,2023-02-27 21:06:49,1,288
990,2,7837.47,2023-11-20 10:54:29,2,828
991,1,871.96,2023-05-08 17:01:15,1,753
992,2,9099.62,2023-11-02 00:32:40,3,246
993,2,6212.39,2022-10-31 07:43:49,3,61
994,2,8887.42,2024-02-05 06:33:33,3,789
995,2,5400.02,2022-09-03 11:40:50,2,330
996,2,4658.79,2023-10-01 23:23:55,3,555
997,1,4154.13,2022-11-04 18:58:49,1,391
998,2,7327.31,2023-05-14 01:27:35,2,596
999,1,7157.19,2023-11-04 04:53:33,1,961
1000,1,5293.93,2022-12-10 20:39:35,1,290
1001,2,9775.87,2023-06-26 17:42:32,2,620
1002,2,6883.20,2023-05-03 19:29:32,2,442
1003,2,8617.84,2023-11-25 01:51:49,2,455
1004,2,4307.56,2023-01-27 18:03:12,2,171
1005,2,6929.86,2023-07-22 17:29:43,2,722
1006,1,6594.85,2023-04-05 15:49:10,1,38
1007,2,6703.89,2023-12-19 05:46:34,2,201
1008,1,898.47,2023-01-19 09:43:31,1,104
1009,2,626.99,2023-01-21 16:54:41,3,54
1010,1,659.85,2022-12-22 05:53:36,1,220
1011,2,290.92,2022-10-28 16:40:43,2,545
1012,2,9274.54,2023-03-02 20:06:07,3,728
1013,2,39.42,2023-07-22 20:04:47,3,722
1014,1,2342.66,2024-01-12 15:19:02,1,37
1015,2,9112.71,2023-03-10 06:04:41,2,288
1016,2,5960.47,2022-12-08 16:54:15,2,820
1017,1,10.44,2024-01-01 21:13:07,1,413
1018,2,8409.02,2023-08-18 20:06:00,2,751
1019,1,3247.41,2023-10-12 10:11:17,1,361
1020,2,9893.45,2024-01-08 14:47:47,3,493
1021,1,5092.14,2023-06-25 19:47:00,1,553
1022,2,7085.50,2023-01-24 14:18:26,2,345
1023,2,4261.38,2022-09-24 06:17:17,3,408
1024,1,6947.72,2023-09-06 16:22:43,1,564
1025,2,7861.59,2023-07-03 15:07:44,2,535
1026,2,8977.55,2023-02-06 17:12:56,4,277
1027,1,3928.38,2022-10-13 17:08:03,1,570
1028,1,3859.32,2023-05-24 04:56:42,1,200
1029,2,7287.75,2023-07-28 20:03:29,3,367
1030,2,4073.64,2023-12-17 02:33:14,2,934
1031,1,4420.60,2024-01-01 14:49:10,1,478
1032,1,408.55,2022-11-16 01:03:39,1,852
1033,2,2863.50,2023-06-04 06:15:55,2,641
1034,2,8791.02,2023-01-20 10:11:05,2,104
1035,2,3139.29,2023-05-28 01:43:54,2,508
1036,2,1165.49,2024-01-09 21:59:28,4,637
1037,2,3750.06,2024-01-15 15:02:01,2,37
1038,2,3387.81,2023-02-01 09:30:10,2,718
1039,2,6042.14,2023-08-01 12:47:15,2,346
1040,2,2381.50,2023-03-11 07:05:29,2,790
1041,2,9349.91,2024-01-23 01:33:49,3,992
1042,1,1154.91,2023-05-21 14:26:50,1,533
1043,2,8695.88,2023-10-17 03:16:09,2,526
1044,2,4512.23,2023-06-09 06:41:19,2,228
1045,1,6323.81,2023-10-23 02:44:56,1,319
1046,1,2794.75,2022-12-23 11:00:30,1,788
1047,1,984.25,2023-04-17 03:36:10,1,968
1048,2,8344.43,2023-08-07 03:49:40,3,595
1049,2,5486.98,2023-09-14 03:45:54,2,139
1050,2,4579.24,2023-03-23 13:12:43,4,786
1051,1,1554.12,2023-12-17 00:38:00,1,898
1052,1,6233.96,2023-03-03 22:47:58,1,484
1053,2,8635.78,2023-07-03 01:16:32,2,808
1054,2,936.08,2024-02-11 16:01:53,2,307
1055,2,4423.24,2023-04-14 09:58:01,7,813
1056,2,9288.42,2023-01-31 18:26:58,2,991
1057,2,8164.02,2023-01-07 20:44:58,2,788
1058,2,4922.23,2023-01-29 20:50:17,2,577
1059,1,7270.86,2023-01-01 13:09:16,1,916
1060,1,7003.84,2023-07-05 02:08:37,1,36
1061,2,5213.97,2023-05-15 07:49:32,3,887
1062,2,5146.56,2023-10-09 10:28:59,4,617
1063,1,3369.96,2023-05-24 08:21:26,1,982
1064,1,49.30,2023-10-03 03:41:22,1,18
1065,2,3070.40,2023-05-28 18:53:12,3,480
1066,2,5010.32,2023-01-11 05:51:25,2,863
1067,1,1248.50,2023-01-02 15:58:35,1,157
1068,2,9474.49,2022-09-23 19:39:38,2,387
1069,2,2469.89,2022-10-02 16:42:49,2,186
1070,2,5623.68,2022-12-13 16:44:12,2,483
1071,1,5933.05,2023-06-18 08:33:05,1,528
1072,2,3751.03,2023-05-26 06:23:29,2,982
1073,2,1002.36,2023-05-16 01:43:28,2,886
1074,2,5536.37,2022-10-21 09:00:10,2,865
